year,make,model,trim,body,transmission,vin,state,condition,odometer,color,mmr,sellingprice
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af0fh013062,tx,5,20815,white,15850,17300
2015,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46fa128733,fl,49,2155,black,28000,27800
2015,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a44fa119321,fl,5,1126,silver,28000,27600
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae6fh565053,in,2,10240,white,14200,11400
2015,Hyundai,Genesis,5,Sedan,automatic,kmhgn4jf6fu010281,fl,44,10318,black,43500,41600
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae9fh555469,tn,49,26088,silver,13750,14600
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae6fh575534,in,2,12327,red,14150,6200
2015,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a43fa124185,fl,49,3874,white,27900,27600
2015,Kia,Forte,LX,Sedan,automatic,knafk4a68f5312865,nj,46,3144,silver,13050,13000
2015,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a44fa128326,fl,48,2523,white,28000,28000
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae7fh566924,ca,42,13782,silver,14200,14000
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24afxfh040947,nj,34,7449,white,15850,14200
2015,Hyundai,Genesis,3.8,Sedan,automatic,kmhgn4je1fu010325,fl,43,10372,blue,35700,40000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg593635,co,5,11977,white,20600,21500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg594155,co,5,11517,white,20700,21800
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg559129,co,5,10489,gray,20800,21700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg594174,co,5,9552,gray,21000,22000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg586366,co,37,10322,black,20900,21400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg571643,co,49,9408,white,21000,22200
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg593862,co,49,9091,black,21000,22000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg585751,co,46,12505,burgundy,20600,21500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg594140,co,5,8279,gray,21100,21800
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg593706,co,5,10158,white,20900,21500
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a65fg560412,tx,42,21242,white,18950,18800
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg593945,co,5,10079,silver,20900,21500
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a60fg583502,co,47,9618,brown,19500,20800
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg585195,co,47,3693,silver,21700,21900
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg593576,co,49,9950,white,20900,22100
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg585957,co,43,10214,brown,20900,21700
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a64fg567125,tx,48,18818,red,19050,19000
2015,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u51f1180602,tn,38,22214,black,17300,17800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy5f0438066,tx,37,22921,black,18750,19100
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap4fl802911,tn,2,7310,silver,12400,6300
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy6f0440909,tn,46,25841,black,18650,18800
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy6f0436584,tx,48,21221,white,18900,19700
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cyxf0439875,tx,45,20148,gray,19000,19100
2015,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u50f1180719,tn,38,15524,silver,17650,17800
2015,Audi,A3,2.0 TFSI Prestige quattro,Sedan,automatic,waukfgff4f1007030,fl,47,10363,—,32600,31200
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff4f1003970,ca,1,13196,black,22400,17200
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c59fvy30253,nj,5,2781,black,34600,32500
2015,BMW,X1,xDrive35i,SUV,automatic,wbavm5c53fvv93439,nj,47,17795,white,34800,34750
2015,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c52f0d45963,az,41,17924,black,31500,28000
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb4f1307863,az,35,9088,brown,27700,27600
2015,Volvo,V60,T5 Drive-E,Wagon,automatic,yv126meb0f1207882,ca,45,9202,white,27000,27500
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb4f2305430,az,37,12511,black,27300,26500
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196464,ca,44,12878,silver,32300,32500
2015,Volvo,V60,T5 Drive-E,Wagon,automatic,yv140meb3f1207840,ca,39,17455,gray,27700,27500
2015,Volvo,S60,T5,Sedan,automatic,yv1612tbxf1307348,az,37,11088,gray,27500,27100
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,yv140mfb6f1315545,ca,41,16446,black,23000,23000
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb7f1198735,ca,49,15012,white,32100,32750
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb9f1307356,az,33,15120,off-white,25800,25000
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,yv126mfb5f1315669,ca,43,14659,white,23100,23000
2015,Chevrolet,Equinox,LT,SUV,automatic,2gnalbekxf6112510,fl,43,11488,white,20600,18700
2015,Chevrolet,Silverado 3500HD,LTZ,Crew Cab,automatic,1gc4k0e87ff109751,il,4,6916,white,51300,51250
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc3fr193790,oh,45,27322,gray,45800,45100
2015,Chevrolet,Impala,LTZ,Sedan,automatic,2g1165s32f9105072,wi,1,17817,black,23200,9200
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc5fr205430,ma,42,19256,silver,54600,55000
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl5ff123742,ne,49,14081,gray,16900,17300
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc2fr202159,il,44,8998,black,56900,59300
2015,Chevrolet,Sonic,LTZ,Sedan,automatic,1g1je5sb7f4116288,fl,26,960,white,12800,12800
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab5fn550493,fl,49,2956,black,15400,16300
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb4fn523962,il,4,3776,gray,18600,21300
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg3fn517440,il,4,3472,white,18050,17000
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccabxfn505176,fl,5,2381,gray,15400,16300
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab4fn520496,il,4,1333,white,16450,16800
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab1fn595186,fl,49,3838,white,16000,15200
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb5fn549647,fl,2,9846,white,18400,14600
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg9fn518706,va,5,24,black,18450,18600
2015,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8fr655164,ca,1,1123,silver,20800,15800
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg5fn573993,il,4,9295,red,17850,21000
2015,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8fr552407,fl,28,7965,black,20600,17500
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb9fn576138,fl,25,2789,white,18450,15200
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab8fn547779,tx,41,9970,white,15600,16900
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab8fn557535,fl,49,2774,gray,15400,16000
2015,Chrysler,200,S,Sedan,automatic,1c3cccbb0fn550500,fl,49,4726,charcoal,17100,17200
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg8fn586060,il,4,9075,red,18300,20100
2015,Dodge,Dart,SXT,Sedan,automatic,1c3cdfbb2fd227389,ca,2,899,gray,14350,9300
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg5fn564713,il,4,9208,gray,18300,19400
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb9fn545407,md,46,14957,black,17900,18900
2015,Chrysler,200,C,Sedan,automatic,1c3ccccbxfn573992,il,3,9016,gray,17900,23000
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc7fr134611,la,42,17436,white,52800,53700
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab6fn526204,fl,45,3260,red,15350,16400
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab6fn526199,fl,48,3607,gray,15350,15900
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab4fn504380,fl,5,3824,white,15350,17000
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg1fn517727,ca,39,13256,black,17700,17000
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg6fn586056,il,3,9065,silver,18300,18700
2015,Chrysler,200,S,Sedan,automatic,1c3cccbb1fn619629,va,42,2217,black,17400,14500
2015,Chrysler,200,S,Sedan,automatic,1c3cccbb2fn550501,fl,5,3417,red,17100,16900
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb2fn572187,ga,2,8199,black,17900,12500
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg8fn525260,il,4,9298,gray,18300,17500
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn535382,pa,49,5986,red,15650,15900
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0h99fr139230,fl,44,556,—,18150,19600
2015,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ejxfm106067,fl,26,2508,silver,10800,10600
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f81fga03979,mo,43,15569,silver,33200,33000
2015,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2bt8fea97850,oh,48,17538,white,35900,35300
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f84fga34962,tn,45,22158,black,30900,31700
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt0fea82596,fl,43,13009,white,39200,38700
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt0feb04709,fl,42,18750,black,38700,38500
2015,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt4fga29009,tx,49,26687,—,36400,37500
2015,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt1fga28061,mi,49,14713,black,36500,39800
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f89fga15653,mo,41,16503,green,33100,32800
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f8xfga15158,mo,48,12088,silver,33600,34000
2015,Honda,Fit,EX,Hatchback,automatic,3hggk5h8xfm722020,il,46,2257,black,14250,15300
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2j88fg118169,fl,46,3660,—,28000,30400
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f85fg108966,mo,45,18426,green,22900,23000
2015,GMC,Acadia,SLT-1,SUV,automatic,1gkkrrkd5fj108107,fl,46,10871,white,32000,32600
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f83fg109033,mo,49,21342,black,22800,22900
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f88fg110355,mo,33,20780,gray,22900,22200
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae0fh567171,fl,2,7300,black,14400,8800
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2j87fg118163,tn,5,14968,gray,28100,27800
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f89fg118173,fl,5,6263,—,23300,27600
2015,GMC,Sierra 2500HD,Denali,Crew Cab,automatic,1gt120e84ff126297,il,4,1900,black,56300,54500
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2j85fg118209,mo,49,5174,black,27600,30200
2015,GMC,Acadia,SLT-1,SUV,automatic,1gkkrrkd1fj101669,fl,44,15574,gray,31900,32000
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f87fg104532,ne,37,14689,black,23000,22700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg570764,ca,48,9281,silver,21000,21800
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af5fh027779,fl,48,10735,gray,16350,17200
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24afxfh005146,tx,42,16007,black,16100,15100
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af4fh013727,fl,46,12023,white,15950,17600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg572145,ca,5,9317,white,21000,21500
2015,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4hjweg5fl500476,tn,5,10026,black,34800,29300
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af0fh122900,az,1,4221,brown,15850,8500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg572169,ca,5,9229,white,21000,21500
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg572153,ca,49,8624,white,21100,22000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg566378,ca,5,7331,blue,21300,21700
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg565442,ca,49,12979,blue,20500,21600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg567174,ca,5,13651,black,20400,20300
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg560859,ca,49,15258,white,20200,20400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca6xfg560969,ca,48,16156,silver,20100,20200
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg570676,ca,49,15640,white,20100,20800
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a66fg622383,fl,5,2665,silver,20100,19400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg561715,ca,5,19387,blue,19650,20700
2015,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0fc158605,fl,48,4664,purple,40400,39000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg570825,ca,49,10263,burgundy,20900,21000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg565913,ca,46,10772,blue,20800,21000
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg565354,ca,49,10784,gray,20800,21300
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg561029,ca,45,13525,red,20400,21200
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg549948,co,45,24453,white,19800,19400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg565355,ca,5,15251,gray,20200,20600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg560320,fl,43,22730,gray,19050,18600
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg587211,ca,5,10014,burgundy,20900,21400
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg567514,ca,5,11164,silver,20700,21400
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a69fg576127,ca,43,10745,blue,19550,18750
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg571058,ca,47,11829,gray,20700,21100
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap4fl837268,ga,49,4034,black,12450,12000
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy1f0436438,ca,44,30647,gray,19650,19600
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cyxf0433672,ca,44,23225,gray,18650,18700
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy2f0439904,tn,47,29812,silver,18050,17800
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap9fn319116,ca,46,17302,silver,16100,16700
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy0f0435558,sc,41,29930,blue,18000,17400
2015,Mazda,Mazda6,i Touring,Sedan,manual,jm1gj1v68f1168275,fl,46,11761,blue,19100,18400
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3fc239550,ca,1,169,black,16600,13500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy8f0450112,wi,2,21003,gray,20500,15000
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap6fl845713,tx,44,5832,white,10600,11400
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fn301872,fl,39,19285,gray,16050,16000
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3fn310654,ca,44,19196,silver,16000,16500
2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g36ff130291,sc,41,15290,silver,24500,24800
2015,Chevrolet,Camaro,SS,Coupe,automatic,2g1fk1ej7f9108733,nv,2,7430,yellow,29700,27250
2015,Chevrolet,Sonic,LTZ,Sedan,automatic,1g1je5sb3f4102338,nj,1,9631,gray,12300,9100
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc8fr199789,sc,48,10435,white,44500,44500
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccag7fn516437,fl,4,16595,charcoal,16150,15400
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccag9fn516522,fl,4,17645,black,16100,16400
2015,Ford,Explorer,XLT,SUV,automatic,1fm5k7d82fgb60093,pa,5,14,white,30800,32000
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f89fga15498,tx,37,15806,silver,31100,31500
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af3fh036495,fl,43,17595,silver,15700,14700
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae8fh561831,fl,26,1480,white,14450,13970
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f89fg105987,mo,39,18092,white,22900,22700
2015,GMC,Acadia,SLT-1,SUV,automatic,1gkkrrkd3fj112298,sc,37,14167,silver,32000,31500
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap2fn318812,nv,38,5882,red,16500,15500
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy5f0435085,sc,47,19130,black,19100,19100
2015,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcrec1fg111299,tx,38,13307,silver,26500,27100
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve88ff137364,ga,4,14524,white,42100,41500
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue8xff123752,az,37,13629,white,35200,35900
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue85ff109208,az,38,13514,white,35200,36500
2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g33ff123167,ne,39,17667,white,24300,24600
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue83ff124287,az,42,7070,white,35500,36900
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl8ff154516,tx,41,5910,red,17150,16600
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl9ff104742,fl,42,13127,white,16850,18100
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc8fr169293,fl,47,14034,white,42500,41000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc0fr183862,tx,3,49180,black,41100,39500
2015,Chrysler,200,C,Sedan,automatic,1c3ccccbxfn574351,tx,48,7477,gray,18400,17000
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb5fn508452,fl,4,3303,gray,18400,17600
2015,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,1ft8w3dt5feb71040,ga,5,13977,white,42500,43700
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn502205,tn,5,6150,silver,15550,17100
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn579379,tx,34,6454,gray,15500,17000
2015,Chrysler,200,S,Sedan,automatic,1c3cccdg5fn501933,fl,5,8996,white,20800,24200
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc3fr218325,fl,45,13268,black,50400,49800
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc7fr211698,tx,48,18592,white,49000,52750
2015,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3dt9fea86282,tx,43,11893,—,55500,51000
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f81fga20393,ca,44,16471,silver,33100,33900
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd9fr144982,in,2,13177,gray,18000,12000
2015,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k99fr130553,tx,5,10924,gray,23400,20300
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f81fga04016,ca,43,15421,silver,33200,32500
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f80fga28310,mo,39,18108,silver,32900,33500
2015,Hyundai,Genesis,5,Sedan,automatic,kmhgn4jf8fu010248,tx,48,13435,silver,42400,39250
2015,Hyundai,Genesis,3.8,Sedan,automatic,kmhgn4je9fu031195,ca,43,9544,gray,35900,32000
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f81fg108768,ga,49,14465,gray,23100,23500
2015,GMC,Yukon XL,SLT,SUV,automatic,1gks2hkc9fr141795,il,5,4075,black,57600,55500
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a74fg404755,fl,49,2230,blue,16600,16800
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d46f6018649,tn,48,17775,black,39800,41000
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy2f0432902,pa,44,14975,red,20500,20750
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a63fg580822,fl,49,4472,—,19800,20500
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc6fh438307,ca,49,10576,red,23300,23000
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc8fh419158,ca,49,12115,gray,23300,22900
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc1fh411483,ca,5,5409,silver,23600,23200
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc2fh438191,ca,49,12104,silver,23300,22700
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc6fh434497,ca,5,9076,white,23400,22800
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc8fh434033,ca,49,5013,red,23600,23200
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadcxfh433286,ca,48,8692,gray,23400,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc9fh434624,ca,48,8336,silver,23400,22900
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc1fh434827,ca,5,8349,red,23400,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc2fh434027,ca,5,3782,gray,23600,23300
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc3fh435297,ca,47,11653,beige,23300,22900
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc2fh434061,ca,49,6695,blue,23500,23200
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc4fh434496,ca,48,8186,white,23400,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc0fh434933,ca,5,8240,gold,23400,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc4fh436118,ca,5,6554,silver,23500,23200
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc2fh433802,ca,5,6162,green,23500,23200
2015,Subaru,WRX,Base,Sedan,manual,jf1va1a65f9806583,pa,48,4231,silver,25300,25600
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc8fh434517,ca,5,2355,silver,23700,23400
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc1fh434584,ca,44,6907,white,23500,23000
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc2fh433699,ca,5,7351,gray,23500,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc6fh434581,ca,46,6755,green,23500,23200
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc8fh434484,ca,48,7505,gray,23500,23100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc7fh433701,ca,5,4787,blue,23600,23300
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc5fh435821,ca,5,3563,black,23600,23300
2015,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5ef7fm280458,ca,48,2839,white,84000,84500
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc0fh434463,ca,49,2694,gray,23700,23400
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap0fn321353,wa,44,213,black,16550,17000
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc1fh406963,tx,5,3421,silver,23800,24100
2015,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,jf2sjadc8fh435232,ca,49,5987,green,23500,23000
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl0ff153248,va,47,1281,burgundy,18300,18200
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f85fga15465,ga,48,15977,black,31100,31500
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f85fga28278,ga,5,15643,red,31100,31900
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f83fga56144,ga,48,13410,black,31200,34500
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f8xfga14964,mo,47,18660,green,32800,33500
2015,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k9xfr106133,ga,47,17939,red,22800,22000
2015,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c55f0k56096,ca,5,153,brown,54300,57000
2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g3xff117804,pa,49,12568,white,24500,25900
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl1ff149660,sc,1,18824,silver,16900,12200
2015,Chevrolet,Impala,LTZ,Sedan,automatic,1g1165s38fu106715,ca,1,9261,black,26200,15000
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc3fr232679,fl,48,10800,black,44500,44500
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkcxfr114323,ca,48,11663,black,44600,44500
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkc7fr112593,ca,43,13646,black,44400,44750
2015,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sg0f4119590,nv,44,6289,gray,11600,11700
2015,Chrysler,200,C,Sedan,automatic,1c3ccccg4fn573403,il,4,35,white,22300,20250
2015,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxfr538895,or,2,12439,white,20500,15300
2015,Chrysler,200,C,Sedan,automatic,1c3ccccg0fn525266,il,5,9407,burgundy,21100,21500
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb0fn513509,pa,4,16102,—,17400,16700
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccabxfn608176,ca,1,5499,black,16000,10400
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn591161,or,1,6600,black,15850,12800
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc1fr201121,fl,43,22845,white,47700,48800
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f89fga09481,nj,49,15079,black,33200,32500
2015,GMC,Acadia,SLT-1,SUV,automatic,1gkkrrkd5fj102145,sc,35,14872,black,32000,31600
